clave,insumo,familia,subfamilia,unidad
28248,DESHUMIDIFICADOR,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
7895,DESLIZANTES DE QUINTA,Equipo de Transporte,Sistema de Transmision,PIEZAS
21603,DESMONTADOR DE LLANTAS,Herramientas y Utiles,Accesorios,PIEZAS
24292,DESOLDADOR DE SUCCIÓN,Herramientas y Utiles,Accesorios,PIEZAS
11654,DESOXIDANTE -DESOXITROL MAQUISA,Ferreteria,Varios,LITROS
697,DESPACHADOR DE CINTA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
16705,DESPENSA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29617,DESTORNILLADOR INALAMBRICO,Herramientas,Manuales,PIEZAS
28549,DETECTOR DE METALES,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
17088,DETECTOR DE VOLTAJE,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
4244,DIABLITO CARRETILLA,Herramientas y Utiles,Manuales,PIEZAS
14912,DIABLO,Ferreteria,Varios,PIEZAS
5802,DIAFRAGMA,Equipo de Transporte,Sistema de Suspension,PIEZAS
28467,DIAMANTINA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
13545,DICCIONARIO DE INGLES,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
17165,DIELECTRICO EN SPRAY,Ferreteria,Varios,PIEZAS
704,DIQUE METALICO,Herramientas y Utiles,Tanques,PIEZAS
27286,DISC TYPE DRIER,Herramientas y Utiles,Accesorios,PIEZAS
4043,DISCO DE PARO,Equipo de Transporte,Sistema de Embrague,PIEZAS
16828,DISCO DELANTERO,Equipo de Transporte,Sistema de frenos,PIEZAS
30544,DISCO DESCONTAMINANTE SONAX,Gastos diversos,Varios (Gastos Diversos),PIEZAS
21198,DISCO DURO PURPLE,Equipo de Computo,Accesorios de cómputo,UNIDADES
2298,DISPENSADOR DE AGUA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
22719,DISPENSADOR DE CEREALES,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
24800,DISPENSARIO,Maquinaria y Equipo,Dispensarios,PIEZAS
16271,DISPLAY MEDIDOR ALMA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
11765,DISTANCIOMETRO,Herramientas y Utiles,Accesorios,PIEZAS
24298,DIUREX,Ferreteria,Varios,PIEZAS
18180,DIVISOR DE POTENCIA,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
22315,DJI-DRON,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
2453,DONA DE JALON,Equipo de Transporte,Sistema de carroceria,PIEZAS
24300,DREMEL MOTO SAW,Herramientas y Utiles,Accesorios,PIEZAS
24301,DREMEL STYLO,Herramientas y Utiles,Accesorios,PIEZAS
15969,DRENADOR,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
27287,DRIER FLUID CLUTCH,Herramientas y Utiles,Accesorios,PIEZAS
24815,DUAL,Maquinaria y Equipo,Motores,PIEZAS
24302,DUCT TAPE,Ferreteria,Varios,PIEZAS
27289,DUCTING PIPELINE CYCLONE,Herramientas y Utiles,Accesorios,PIEZAS
13465,DUCTO METALICO,Herramientas y Utiles,Accesorios,PIEZAS
15348,EJE O FLECHA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
27290,ELECTRIC CONTROL PANEL,Herramientas y Utiles,Accesorios,PIEZAS
23708,ELECTROCARDIOGRAFO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
21199,ELECTROLITOS ORALES,Gastos diversos,Primeros Auxilios,UNIDADES
27291,ELECTRONIC SCALE,Herramientas y Utiles,Accesorios,PIEZAS
26005,ELIMINADOR DE AIRE,Herramientas y Utiles,Accesorios,PIEZAS
22053,EMBANDADORA DE LLANTAS,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
16794,EMBARCACION AUXILIAR PANGON,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
34348,EMBUDO BUCHNER,Equipo de Laboratorio,Equipos de Medición,PIEZAS
3174,EMBUDO DE PLÁSTICO,Ferreteria,Varios,PIEZAS
12673,EMPAQUE ACTUADOR ISX,Equipo de Transporte,EMPAQUES TRANSPORTE,PIEZAS
32599,EMPAQUE CAMPANA MOTOR,Equipo de Transporte,Sistema de Motor,PIEZAS
31629,EMPAQUE DE CABEZAL,Equipo de Transporte,Accesorios,PIEZAS
34798,EMPAQUE DE CAMPANA,Equipo de Transporte,EMPAQUES TRANSPORTE,PIEZAS
3446,EMPAQUE DE CARTER,Herramientas y Utiles,Empaques,PIEZAS
5784,EMPAQUE DE DOMO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29775,EMPAQUE DE MONEDA,Equipo de Transporte,EMPAQUES TRANSPORTE,PIEZAS
14095,EMPAQUE RETORNO ACEITE,Equipo de Transporte,EMPAQUES TRANSPORTE,PIEZAS
30717,EMPAQUE TOMA TERMOSTASTO,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
15783,EMPAQUE TRENZADO,Herramientas y Utiles,Empaques,PIEZAS
29589,EMPLAYADORA MANUAL,Herramientas y Utiles,Accesorios,PIEZAS
22054,ENCAMISADORA DE LLANTAS,Equipo de Transporte,Sistema de Motor,PIEZAS
20249,ENCENDEDOOR DE ANTORCHA,Cocina,Utensilios,PIEZAS
5622,ENFRIADOR DE ACEITE,Equipo de Transporte,Sistema de Motor,PIEZAS
2798,ENGARGOLADORA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
32240,ENGRANE DE PRIMERA,Equipo de Transporte,Sistema de Motor,PIEZAS
23141,ENGRASADORA NEUMATICA,Herramientas y Utiles,Manuales,PIEZAS
22602,ENSAMBLE BACK BONE,Herramientas y Utiles,Accesorios,PIEZAS
8431,ENSAMBLE ESTATOR,Equipo de Transporte,Sistema General,PIEZAS
15097,EPIRB,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
26471,EQUIPO CAJERO CDM,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
27807,EQUIPO DE CORTE,Herramientas y Utiles,Accesorios,PIEZAS
23629,EQUIPO DE GIMNASIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
26445,EQUIPO DE VIDEOCONFERENCIA,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
16922,EQUIPO NEUMATICO,Herramientas y Utiles,Accesorios,PIEZAS
30727,EQUIPO TRASNLODER,Maquinaria y Equipo,Equipos Varios (Maquinaria y Equipo),PIEZAS
33129,ERAFLASH,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
33130,ERASPEC,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
3907,ESCANER DE DOCUMENTOS,Equipo de Computo,Equipo de cómputo,PIEZAS
4467,ESCANER HONEY WELL,Equipo de Computo,Accesorios de cómputo,PIEZAS
14771,ESCOBILLAS DE CARBON,Ferreteria,Varios,JUEGO
28944,ESCOFFIER BANQUETERO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2223,ESCRITORIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
16143,ESCUADRA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
25889,ESFIGMOMANÓMETRO ELECTRONICO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
30301,ESLINGA DE AMARRE,Equipo de Transporte,Accesorios,PIEZAS
10684,ESMERIL,Herramientas y Utiles,Electricas,PIEZAS
16574,ESPADA SENCILLA,Ferreteria,Varios,PIEZAS
13373,ESPARADRAPO/ESPADRAPO,Gastos diversos,Primeros Auxilios,PIEZAS
2441,ESPATULA DE LABORATORIO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
33004,ESPECTACULARES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
6414,ESPEJO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
5916,ESPOSAS,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
3564,ESPUMA DE POLIURETANO,Ferreteria,Consumibles,PIEZAS
734,ESPUMA LIMPIADORA,Equipo de Computo,Consumibles,PIEZAS
21783,ESQUELETOS,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
16997,ESTACION DE TRABAJO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
14320,ESTANTE ABIERTO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
14319,ESTANTE CERRADO GUARDA-REACTIVOS,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29571,ESTANTE DE EXHIBICIÓN,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18158,ESTANTE DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
30147,ESTEREO MARINO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
2333,ESTEREO Y BOCINAS,Herramientas y Utiles,Accesorios,PIEZAS
6932,ESTRIBO DE ALUMINIO,Herramientas y Utiles,Accesorios,PIEZAS
22856,ESTRUCTURA DE TEJABAN,Herreria,Soldaduras,PIEZAS
15185,ESTRUCTURA METALICA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
18212,ESTUCHECON DISECCION,Gastos diversos,Primeros Auxilios,PAQUETES
13546,ESTUFA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
32787,ETER DE PETROLEO,Equipo de Laboratorio,Material de laboratorio,LITROS
11681,ETIQUETADORA DE PRECIOS,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
736,ETIQUETADORA ELECTRONICA,Equipo de Computo,Accesorios de cómputo,PIEZAS
16088,EX-NIPLE MP-MP,Plomeria,Niples,PIEZAS
24334,EXACTO,Herramientas y Utiles,Navajas,PIEZAS
9507,EXTENSION TELEFONICA ESPIRAL,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
2434,EXTRACTOR,Herramientas y Utiles,Manuales,PIEZAS
30921,FALDON DELANTERO,Equipo de Transporte,Accesorios,PIEZAS
6400,FALDON TRASERO IZQ.,Equipo de Transporte,Sistema de carroceria,PIEZAS
2356,FAN CLUTCH,Equipo de Transporte,Sistema de Cluth,PIEZAS
31023,FAN COIL,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
8241,FARO DELANTERO DERECHO,Equipo de Transporte,Sistema de luces o iluminación,PIEZAS
8242,FARO DELANTERO IZQUIERDO,Equipo de Transporte,Sistema de luces o iluminación,PIEZAS
3318,FARO NEBLINERO,Equipo de Transporte,Sistema de luces o iluminación,PIEZAS
25953,FAROL DE PARED,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
8428,FAROS DE NIEBLA,Equipo de Transporte,Sistema de luces o iluminación,PIEZAS
9707,FERULA ALTA PRESIÓN,Material Electrico,Coples,PIEZAS
5900,FERULA MOLDEABLE,Herramientas y Utiles,Accesorios,PIEZAS
15666,FIBRA DE VIDRIO,Gastos diversos,Varios (Gastos Diversos),KILOS
29228,FIGURAS DE MDF,Gastos diversos,Varios (Gastos Diversos),PIEZAS
34457,FILTRO A/C,Equipo de Transporte,Utilitarios,PIEZAS
33969,FILTRO CENTRIFUGO,Equipo de Transporte,Sistema de Filtros,PIEZAS
5944,FILTRO COMBUSTIBLE CASCADIA,Equipo de Filtración,Filtros,PIEZAS
5595,FILTRO COMBUSTIBLE MERCEDEZ,Equipo de Filtración,Filtros,PIEZAS
2421,FILTRO DE A/C,Equipo de Transporte,Sistema de Filtros,PIEZAS
2048,FILTRO DE DIESEL,Equipo de Filtración,Filtros,PIEZAS
5225,FILTRO DE GASOLINA,Equipo de Transporte,Sistema de Filtros,PIEZAS
30427,FILTRO DE HIDROLAVADORA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
25703,FILTRO DE UREA,Equipo de Filtración,Filtros,PIEZAS
31559,FILTRO DEF,Equipo de Transporte,Sistema de Filtros,PIEZAS
4947,FILTRO DESHIDRATADOR STD,Equipo de Computo,Accesorios de cómputo,PIEZAS
16807,FILTRO DISPENSARIO BENETT,Equipo de Filtración,Filtros,PIEZAS
31597,FILTRO HYDRAULIC SPIN-ON,Equipo de Filtración,Filtros,PIEZAS
16064,FILTRO KAESER,Equipo de Filtración,Filtros,PIEZAS
21678,FILTRO PRINCIPAL,Equipo de Transporte,Sistema de Filtros,PIEZAS
21677,FILTRO PULIDO,Equipo de Transporte,Sistema de Filtros,PIEZAS
5596,FILTRO SEPARADOR ISX,Equipo de Filtración,Filtros,PIEZAS
12452,FILTROS ACEITE NUGGENTS,Equipo de Filtración,Filtros,PIEZAS
14001,FILTROS DE MANTA,Equipo de Filtración,Filtros,PIEZAS
16841,FILTROS UV,Equipo de Filtración,Filtros,PIEZAS
5323,FIREWALL,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
27293,FISH MEAL COOLER,Herramientas y Utiles,Accesorios,PIEZAS
26490,FLAMINGO DE PELUCHE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
17415,FLAUTA DE BALANCINES,Equipo de Transporte,Sistema de Suspension,PIEZAS
8038,FLECHA LATERAL IZQUIERDA,Equipo de Transporte,Sistema de Motor,PIEZAS
22715,FLECHA PILOTO TRANSMISION,Equipo de Transporte,Sistema General,PIEZAS
5257,FLEJADORA DIXON,Gastos diversos,Varios (Gastos Diversos),PIEZAS
11921,FLORERO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
16051,FLOTADOR,Plomeria,Plomeria,PIEZAS
3781,FLUJOMETRO,Herramientas y Utiles,Accesorios,PIEZAS
13547,FLUXOMETRO,Plomeria,Plomeria,PIEZAS
26786,FOAMI MOLDEABLE,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
3074,FORMON,Herramientas y Utiles,Manuales,PIEZAS
16068,FOSS,Herramientas y Utiles,Accesorios,PIEZAS
34532,FOTOCELDA SIEMENS,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
16685,FRAC TANK,Herramientas y Utiles,Tanques,PIEZAS
5459,FRASCO DE XILOL,Herramientas y Utiles,Botellas,PIEZAS
32587,FRASCO HERMETICO,Cocina,Utensilios,PIEZAS
2217,FRIGOBAR,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
34739,FUEL GAS ANALYSER,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
5229,FUENTE DE PODER,Equipo de Computo,Accesorios de cómputo,PIEZAS
9804,FUNDENTE BIODEGRADABLE,Ferreteria,Consumibles,PIEZAS
21849,FUNICULAR,Maquinaria y Equipo,Equipos Varios (Maquinaria y Equipo),PIEZAS
31061,FUSIBLE TERMICO,Equipo de Transporte,sistema electrico,PIEZAS
2490,GABINETE DE COMUNICACIONES,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
4003,GABINETE DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
24342,GABINETE DE METAL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
32217,GABINETE DESFIBRILADOR,Mobiliario y equipo,Equipo,PIEZAS
25561,GABINETE HAMILTON,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
791,GAFETE DE IDENTIFICACION,Gastos diversos,Varios (Gastos Diversos),PIEZAS
17635,GALLETA DE ACOPLAMIENTO,Herramientas y Utiles,Accesorios,PIEZAS
16748,GALVATEJA,Ferreteria,Varios,PIEZAS
2369,GANCHO JALON,Equipo de Transporte,Sistema chasis,PIEZAS
32408,GANCHO LAGARTIJA,Equipo de Transporte,Accesorios,PIEZAS
16238,GANCHO/BICHERO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
23390,GAS REFRIGERANTE,Equipo de Transporte,Sistema de Motor,PIEZAS
22357,GASERA MANUAL,Herramientas y Utiles,Manuales,PIEZAS
12194,GASKET,Ferreteria,Varios,PIEZAS
22055,GAVETA DE METAL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
19631,GENERADOR DE ELECTRICO,Herramientas y Utiles,Accesorios,PIEZAS
13467,GENERADOR TRIFASICO,Herramientas y Utiles,Generador de luz,PIEZAS
26163,GLICERINA GRADO USP,Equipo de Laboratorio,Material de laboratorio,LITROS
4784,GOBERNADOR DE AIRE,Equipo de Transporte,Sistema de frenos,PIEZAS
27889,GOGGLES DE SEGURIDAD,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
30149,GPS MARINO,Maquinaria y Equipo,Equipos Varios (Maquinaria y Equipo),PIEZAS
7096,GPS PORTATIL,Equipo de Transporte,GPS Y SENSORES,PIEZAS
10076,GRABADOR DE METAL,Herramientas y Utiles,Accesorios,PIEZAS
4200,GRAPAS AUTOMOTRICES,Ferreteria,Varios,CAJAS
4861,GRAVA,Ferreteria,Construccion,METROS
10447,GRILLETE TORN,Ferreteria,Herrajes,PIEZAS
26496,GUACAMAYA DE PELUCHE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
25884,GUARDA MEDICAMENTOS,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
7120,GUARDAFANGO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
32645,GUIA DE ADMISION,Equipo de Transporte,Sistema de Inyeccion,PIEZAS
14915,GUIA DE CABLEADO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
32644,GUIA DE ESCAPE,Equipo de Transporte,Accesorios,PIEZAS
9978,GUIA ELECTRICA,Herramientas y Utiles,Manuales,PIEZAS
26251,GUITARRA ELECTROACUSTICA,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
16645,GUSANO HELICOIDAL,Herramientas y Utiles,Accesorios,PIEZAS
33577,HDMI SWITCHER VIDEO,Equipo de Comunicación,Accesorios Comunicaciones,PIEZAS
30615,HEATHER PADS CALENTADOR,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
8296,HEMBRA JIC GIRATORIA,Material Electrico,Coples,PIEZAS
34094,HEPTANO ACS,Equipo de Laboratorio,Material de laboratorio,LITROS
14028,HERBICIDA,Ferreteria,Varios,PIEZAS
9921,HERRAMIENTA ELECTRONICA,Equipo de Transporte,sistema electrico,PIEZAS
14833,HEXANO,Equipo de Laboratorio,Material de laboratorio,LITROS
33144,HIDROBOSTHER,Equipo de Transporte,Sistema de frenos,PIEZAS
11208,HIDROCONTROL DE AGUA,Ferreteria,Varios,PIEZAS
807,HIDROLAVADORA ELECTRICA,Herramientas y Utiles,Manuales,PIEZAS
3894,HIDROLAVADORA MOTOR GASOLINA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
5981,HIDROMETRO ASTM,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
2590,HIDRONEUMATICO,Herramientas y Utiles,Accesorios,PIEZAS
2629,HIELERA,Herramientas y Utiles,Manuales,PIEZAS
18228,HILENO,Equipo de Laboratorio,Material de laboratorio,LITROS
24361,HILO CONDUCTOR,Herramientas y Utiles,Cables,PIEZAS
28072,HILO GRAFITADO,Herramientas y Utiles,Accesorios,PIEZAS
21229,HOJA DE FOAMY,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
32731,HOJA DE IMAN,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
2828,HOJA OPALINA CARTA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
27499,HORIZONTAL SCREW CONVEYOR,Herramientas y Utiles,Accesorios,PIEZAS
34178,HORNILLA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
27615,HORNO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
4879,HORQUILLA COMPLETA,Herramientas y Utiles,Accesorios,PIEZAS
22116,HORQUILLA DE CLUTCH,Equipo de Transporte,Sistema de Cluth,PIEZAS
23054,HORQUILLAS SUPERIONES COMPLETAS,Equipo de Transporte,Sistema de Suspension,PIEZAS
19265,HOTSPOT,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
32603,HUASA DE PARO,Equipo de Transporte,Accesorios,PIEZAS
14712,HUATA,Equipo de Filtración,Filtros,METROS
6399,HUB USB,Equipo de Computo,Accesorios de cómputo,PIEZAS
33911,HUBODOMETRO DIGITAL,Equipo de Transporte,Accesorios,PIEZAS
24115,HULE CARDAN,Equipo de Transporte,Sistema de Motor,PIEZAS
6002,IBUTTONS,Gastos diversos,Varios (Gastos Diversos),PIEZAS
816,IMPERMEABLE,Equipo de Seguridad,Impermeables,PIEZAS
4656,IMPRESORA,Equipo de Computo,Impresora,PAQUETES
18591,INDICADOR ACÚSTICO LUMINOSO,Material Electrico,Diversos (Material Electrico),PIEZAS
15887,INDICADOR TEMPERATURA,Maquinaria y Equipo,Equipos de Medición,PIEZAS
27295,INDUSTRIAL AIR COOLER,Herramientas y Utiles,Accesorios,PIEZAS
27874,INFLADOR DE GUANTES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18214,INMOBILIZADOR DE CABEZA,Gastos diversos,Primeros Auxilios,PIEZAS
15161,INMOVILIZADOR CRANEAL,Gastos diversos,Primeros Auxilios,PIEZAS
9614,INMOVILIZADOR DE CRANEO,Herramientas y Utiles,Accesorios,PIEZAS
2741,INODORO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
22057,INSPECCIONADORA DE LLANTAS,Herramientas y Utiles,Accesorios,PIEZAS
33256,INSTALADOR DE PIVOTES,Equipo de Transporte,Llantas,PIEZAS
27296,INSTALATION SET,Herramientas y Utiles,Accesorios,PIEZAS
27297,INTEGRATED HAMMER MILL,Herramientas y Utiles,Accesorios,PIEZAS
3929,INTERFACE DE DISPENSARIO,Herramientas y Utiles,Accesorios,PIEZAS
18677,INTERFACE MODULE,Herramientas y Utiles,Accesorios,PIEZAS
1704,INTERFACE PAM-PC PUMP-CONTROL,Herramientas y Utiles,Accesorios,PIEZAS
2329,INTERFON,Equipo de Oficina,Equipo de telefono,PIEZAS
28635,INTERRUPTOR EMBRAGUE CASCADIA,Equipo de Transporte,Sistema de Cluth,PIEZAS
30196,INTERRUPTOR INTELIGENTE,Material Electrico,Material Electrico,PIEZAS
10117,INTERRUPTOR MAGNETICO,Material Electrico,Interruptores,PIEZAS
25707,INTERRUPTOR WI-FI,Gastos diversos,Varios (Gastos Diversos),PIEZAS
4172,INVERSOR DE FRECUENCIA,Herramientas y Utiles,Accesorios,PIEZAS
26263,INVERSORES SOLARES,NEGOCIOS RENOVABLES,PANALES SOLARES,PIEZAS
11321,INVITACIONES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
11915,INYECTORES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
2390,IPAD,Equipo de Computo,Equipo de cómputo,PIEZAS
32797,JALADOR DE LAVADO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
27930,JARRA GRADUADA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
23422,JARRON DE MADERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
28957,JARRON DE PORCELANA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
22599,JARRÓN DE CERÁMICA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29504,JAULA PROTECTORA INFLALLANTAS,Herramientas y Utiles,Accesorios,PIEZAS
31833,JUEGO DE BALEROS,Equipo de Transporte,sistema electrico,PIEZAS
29522,JUEGO DE ESPATULAS,Herramientas y Utiles,Accesorios,PIEZAS
16142,JUEGO DE EXTRACTORES,Herramientas y Utiles,HERRAMIENTAS,JUEGO
31210,JUEGO DE LIMAS,Herramientas,Manuales,PIEZAS
3256,JUEGO DE LODERA,Equipo de Transporte,Sistema de carroceria,PAQUETES
3329,JUEGO DE MANITAS,Herramientas y Utiles,Manuales,PAQUETES
33964,JUEGO DE OPRESORES,Equipo de Transporte,Accesorios,JUEGO
30622,JUEGO DE PINZAS,Herramientas y Utiles,HERRAMIENTAS,JUEGO
887,JUEGO DE SALA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
32245,JUEGO DE SEGUROS,Equipo de Transporte,Sistema de Motor,PIEZAS
23511,JUEGO DE VAJILLA,Cocina,Loza y Cristaleria,JUEGO
30252,JUEGO DE VAPORIZADOR,Maquinaria y Equipo,Equipos Varios (Maquinaria y Equipo),PIEZAS
17087,JUEGO LLAVE ALLEN-URREA,Herramientas y Utiles,Llaves,JUEGO
18389,JUMPER LC-LC,Equipo de Computo,Accesorios Redes,PIEZAS
30813,JUNTA BOMBA DIRECCION,Equipo de Transporte,Sistema Direccion,PIEZAS
24016,JUNTA CAJA TERMOSTATO,Herramientas y Utiles,Accesorios,PIEZAS
32596,JUNTA JAULA BALANCINES,Equipo de Transporte,Sistema de ejes,PIEZAS
24018,JUNTA KT,Herramientas y Utiles,Accesorios,PIEZAS
32623,JUNTA METALICA TURBOCOMPRESOR,Equipo de Transporte,Sistema de toma fuerza,PIEZAS
28393,KAYAK,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
11191,KETEROLACO,Gastos diversos,Consumibles,PIEZAS
26157,KIT BUFFER,Gastos diversos,Consumibles,PIEZAS
26363,KIT COLORANTE WRIGHT,Equipo de Laboratorio,Material de laboratorio,LITROS
9678,KIT DE ADAPTADORES,Gastos diversos,Varios (Gastos Diversos),PAQUETES
27920,KIT DE BARMAN,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
14835,KIT DE CLUTCH,Equipo de Transporte,Sistema de Cluth,PIEZAS
4284,KIT DE DISTRIBUCION,Equipo de Transporte,sistema electrico,PIEZAS
6579,KIT DE PERNOS,Gastos diversos,Varios (Gastos Diversos),PAQUETES
32088,KIT DE REHABILITACION,Mobiliario y equipo,Mobiliario y equipo,PAQUETES
11898,KIT DE RETORTA,Maquinaria y Equipo,Equipos Varios (Maquinaria y Equipo),PIEZAS
15347,KIT DE SELLOS,Gastos diversos,Varios (Gastos Diversos),PAQUETES
11484,KIT DE TERMINALES,Ferreteria,Varios,PAQUETES
22534,KIT DE VIDEOCAMARAS,Equipo de Computo,Camaras,PIEZAS
33668,KIT LINEAS CUATAS,Equipo de Transporte,Sistema de Motor,PIEZAS
19301,KIT RELLENO,Herramientas y Utiles,Accesorios,PIEZAS
15173,KIT VIDEOPORTERO,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
26173,KIT-WRIGHT,Equipo de Laboratorio,Material de laboratorio,PIEZAS
16811,LADRILLO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15060,LAMINA DE POLICARBONATO,Ferreteria,Varios,PIEZAS
5679,LAMINA GALVANIZADA,Herreria,Lamina de Acero,PIEZAS
23673,LAMPARA DE CHICOTE,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
15634,LAMPARA DE DESTELLO,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
2515,LAMPARA DE LECTURA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
14797,LAMPARA EMERGENCIA LED,Material Electrico,Iluminación,PIEZAS
13437,LAMPARA LED,Ferreteria,Varios,PIEZAS
17086,LAMPARA MINERA,Material Electrico,Iluminación,PIEZAS
20035,LAMPARA PUPILERA,Gastos diversos,Primeros Auxilios,PIEZAS
4626,LAMPARA SUB-URBANA,Material Electrico,Iluminación,PIEZAS
28532,LAMPARA TULE,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
10615,LANCHA RAPIDA,Equipo de Transporte,Utilitarios,UNIDADES
918,LAPTOP,Equipo de Computo,Equipo de cómputo,PIEZAS
4082,LAVABO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
16126,LAVADOR DE VAHOS,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
6854,LAVADORA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
11907,LAVAR CABEZA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
10282,LECTOR DE HUELLA,Equipo de Computo,Accesorios de cómputo,PIEZAS
24173,LECTOR RF ID,Equipo de Computo,Accesorios de cómputo,PIEZAS
24394,LED LÁSER,Ferreteria,Varios,PIEZAS
23271,LEDS DE LUPA,Ferreteria,Varios,PIEZAS
15380,LENGÜETA DE ARRASTRE,Herramientas y Utiles,Accesorios,PIEZAS
